rand_string,graph,num_priority,priority_nodes,lower_bound,upper_bound,time_period,num_patterns
21,grid_9_rand_9_1,15,80 70 78 53 69 51 76 35 27 13 28 41 61 43 15,4000,4600,5800,3
22,grid_9_rand_9_0,15,80 70 78 53 69 51 76 35 27 13 28 41 61 43 15,4200,4200,4200,2
23,grid_9_rand_36_0,15,80 70 78 53 69 51 76 35 27 13 28 41 61 43 15,5000,5000,5200,4
24,grid_9_rand_27_4,15,80 70 78 53 69 51 76 35 27 13 28 41 61 43 15,4800,5000,4800,2
25,grid_9_rand_9_3,15,80 70 78 53 69 51 76 35 27 13 28 41 61 43 15,4400,4600,6200,4
26,grid_9_rand_27_2,15,80 70 78 53 69 51 76 35 27 13 28 41 61 43 15,4800,4800,4800,2
27,grid_9_rand_36_2,15,80 70 78 53 69 51 76 35 27 13 28 41 61 43 15,5600,5600,5600,2
28,grid_9_rand_36_1,15,80 70 78 53 69 51 76 35 27 13 28 41 61 43 15,5000,5200,7400,3
29,grid_9_rand_18_4,15,80 70 78 53 69 51 76 35 27 13 28 41 61 43 15,4400,4600,7400,3
30,grid_9_rand_27_0,15,80 70 78 53 69 51 76 35 27 13 28 41 61 43 15,4800,5000,4800,3
31,grid_9_rand_18_0,15,80 70 78 53 69 51 76 35 27 13 28 41 61 43 15,4800,5000,7600,3
32,grid_9_rand_27_1,15,80 70 78 53 69 51 76 35 27 13 28 41 61 43 15,4800,5200,8200,3
33,grid_9_rand_27_3,15,80 70 78 53 69 51 76 35 27 13 28 41 61 43 15,5000,5000,5000,2
34,grid_9_rand_36_3,15,80 70 78 53 69 51 76 35 27 13 28 41 61 43 15,6800,6800,6800,2
35,grid_9_rand_9_4,15,80 70 78 53 69 51 76 35 27 13 28 41 61 43 15,4200,4600,4400,3
36,grid_9_rand_36_4,15,80 70 78 53 69 51 76 35 27 13 28 41 61 43 15,5000,5000,5000,2
37,grid_9_rand_18_2,15,80 70 78 53 69 51 76 35 27 13 28 41 61 43 15,4200,4600,5600,3
38,grid_9_rand_18_3,15,80 70 78 53 69 51 76 35 27 13 28 41 61 43 15,4800,5000,7400,3
39,grid_9_rand_9_2,15,80 70 78 53 69 51 76 35 27 13 28 41 61 43 15,4000,4600,6400,3
40,grid_9_rand_18_1,15,80 70 78 53 69 51 76 35 27 13 28 41 61 43 15,4800,5000,6600,3
41,grid_9_9,15,80 70 78 53 69 51 76 35 27 13 28 41 61 43 15,4000,4600,7200,3
42,grid_9_rand_9_1,16,68 65 78 32 49 24 59 29 19 67 40 18 50 73 75 36,4400,4400,6600,2
43,grid_9_rand_9_0,16,68 65 78 32 49 24 59 29 19 67 40 18 50 73 75 36,3800,4200,5800,2
44,grid_9_rand_36_0,16,68 65 78 32 49 24 59 29 19 67 40 18 50 73 75 36,4200,4400,4400,2
45,grid_9_rand_27_4,16,68 65 78 32 49 24 59 29 19 67 40 18 50 73 75 36,5000,5000,5000,2
46,grid_9_rand_9_3,16,68 65 78 32 49 24 59 29 19 67 40 18 50 73 75 36,4200,4200,4200,1
47,grid_9_rand_27_2,16,68 65 78 32 49 24 59 29 19 67 40 18 50 73 75 36,4800,4800,5000,2
48,grid_9_rand_36_2,16,68 65 78 32 49 24 59 29 19 67 40 18 50 73 75 36,4200,4600,5800,3
49,grid_9_rand_36_1,16,68 65 78 32 49 24 59 29 19 67 40 18 50 73 75 36,4800,4800,4800,2
50,grid_9_rand_18_4,16,68 65 78 32 49 24 59 29 19 67 40 18 50 73 75 36,4600,4600,4600,1
51,grid_9_rand_27_0,16,68 65 78 32 49 24 59 29 19 67 40 18 50 73 75 36,4400,4400,4400,1
52,grid_9_rand_18_0,16,68 65 78 32 49 24 59 29 19 67 40 18 50 73 75 36,4400,4400,4400,2
53,grid_9_rand_27_1,16,68 65 78 32 49 24 59 29 19 67 40 18 50 73 75 36,4600,4600,4600,2
54,grid_9_rand_27_3,16,68 65 78 32 49 24 59 29 19 67 40 18 50 73 75 36,4200,4200,4200,3
55,grid_9_rand_36_3,16,68 65 78 32 49 24 59 29 19 67 40 18 50 73 75 36,6400,6400,6400,2
56,grid_9_rand_9_4,16,68 65 78 32 49 24 59 29 19 67 40 18 50 73 75 36,4200,4200,4200,2
57,grid_9_rand_36_4,16,68 65 78 32 49 24 59 29 19 67 40 18 50 73 75 36,4800,4800,7000,3
58,grid_9_rand_18_2,16,68 65 78 32 49 24 59 29 19 67 40 18 50 73 75 36,4600,4600,4600,3
59,grid_9_rand_18_3,16,68 65 78 32 49 24 59 29 19 67 40 18 50 73 75 36,4400,4400,4400,2
60,grid_9_rand_9_2,16,68 65 78 32 49 24 59 29 19 67 40 18 50 73 75 36,4200,4200,4200,1
61,grid_9_rand_18_1,16,68 65 78 32 49 24 59 29 19 67 40 18 50 73 75 36,4600,4600,4600,2
62,grid_9_9,16,68 65 78 32 49 24 59 29 19 67 40 18 50 73 75 36,4000,4200,5600,2
63,grid_9_rand_9_1,17,17 53 63 50 76 34 20 79 71 1 66 21 4 36 49 43 0,4800,5000,7200,3
64,grid_9_rand_9_0,17,17 53 63 50 76 34 20 79 71 1 66 21 4 36 49 43 0,4800,5000,5600,3
65,grid_9_rand_36_0,17,17 53 63 50 76 34 20 79 71 1 66 21 4 36 49 43 0,6400,6400,7400,3
66,grid_9_rand_27_4,17,17 53 63 50 76 34 20 79 71 1 66 21 4 36 49 43 0,6600,6600,8600,3
67,grid_9_rand_9_3,17,17 53 63 50 76 34 20 79 71 1 66 21 4 36 49 43 0,4800,5000,6000,3
68,grid_9_rand_27_2,17,17 53 63 50 76 34 20 79 71 1 66 21 4 36 49 43 0,6400,6400,10000,3
69,grid_9_rand_36_2,17,17 53 63 50 76 34 20 79 71 1 66 21 4 36 49 43 0,6600,6600,6600,2
70,grid_9_rand_36_1,17,17 53 63 50 76 34 20 79 71 1 66 21 4 36 49 43 0,5600,5600,6400,3
71,grid_9_rand_18_4,17,17 53 63 50 76 34 20 79 71 1 66 21 4 36 49 43 0,5600,5600,5600,3
72,grid_9_rand_27_0,17,17 53 63 50 76 34 20 79 71 1 66 21 4 36 49 43 0,6400,6400,6400,2
73,grid_9_rand_18_0,17,17 53 63 50 76 34 20 79 71 1 66 21 4 36 49 43 0,5200,5400,6200,3
74,grid_9_rand_27_1,17,17 53 63 50 76 34 20 79 71 1 66 21 4 36 49 43 0,5200,5200,5200,3
75,grid_9_rand_27_3,17,17 53 63 50 76 34 20 79 71 1 66 21 4 36 49 43 0,5600,5600,5600,3
76,grid_9_rand_36_3,17,17 53 63 50 76 34 20 79 71 1 66 21 4 36 49 43 0,7200,7200,7200,3
77,grid_9_rand_9_4,17,17 53 63 50 76 34 20 79 71 1 66 21 4 36 49 43 0,5000,5200,5000,2
78,grid_9_rand_36_4,17,17 53 63 50 76 34 20 79 71 1 66 21 4 36 49 43 0,7000,7000,7000,2
79,grid_9_rand_18_2,17,17 53 63 50 76 34 20 79 71 1 66 21 4 36 49 43 0,5000,5000,5000,2
80,grid_9_rand_18_3,17,17 53 63 50 76 34 20 79 71 1 66 21 4 36 49 43 0,6000,6000,6400,3
81,grid_9_rand_9_2,17,17 53 63 50 76 34 20 79 71 1 66 21 4 36 49 43 0,4800,5000,6400,3
82,grid_9_rand_18_1,17,17 53 63 50 76 34 20 79 71 1 66 21 4 36 49 43 0,5200,5200,5200,1
83,grid_9_9,17,17 53 63 50 76 34 20 79 71 1 66 21 4 36 49 43 0,4600,4800,6600,3
84,grid_9_rand_9_1,18,30 18 63 62 55 6 15 14 74 22 66 50 47 79 38 7 78 46,4800,5000,5400,3
85,grid_9_rand_9_0,18,30 18 63 62 55 6 15 14 74 22 66 50 47 79 38 7 78 46,4600,4800,5200,3
86,grid_9_rand_36_0,18,30 18 63 62 55 6 15 14 74 22 66 50 47 79 38 7 78 46,5800,6000,5800,2
87,grid_9_rand_27_4,18,30 18 63 62 55 6 15 14 74 22 66 50 47 79 38 7 78 46,5200,5400,5400,3
88,grid_9_rand_9_3,18,30 18 63 62 55 6 15 14 74 22 66 50 47 79 38 7 78 46,4800,4800,5200,3
89,grid_9_rand_27_2,18,30 18 63 62 55 6 15 14 74 22 66 50 47 79 38 7 78 46,5200,5400,5600,2
90,grid_9_rand_36_2,18,30 18 63 62 55 6 15 14 74 22 66 50 47 79 38 7 78 46,6000,6000,6000,4
91,grid_9_rand_36_1,18,30 18 63 62 55 6 15 14 74 22 66 50 47 79 38 7 78 46,6000,6000,6000,3
92,grid_9_rand_18_4,18,30 18 63 62 55 6 15 14 74 22 66 50 47 79 38 7 78 46,5400,5400,6400,3
93,grid_9_rand_27_0,18,30 18 63 62 55 6 15 14 74 22 66 50 47 79 38 7 78 46,5000,5000,6000,4
94,grid_9_rand_18_0,18,30 18 63 62 55 6 15 14 74 22 66 50 47 79 38 7 78 46,5400,5400,5400,1
95,grid_9_rand_27_1,18,30 18 63 62 55 6 15 14 74 22 66 50 47 79 38 7 78 46,5200,5400,5400,3
96,grid_9_rand_27_3,18,30 18 63 62 55 6 15 14 74 22 66 50 47 79 38 7 78 46,5200,5400,7400,3
97,grid_9_rand_36_3,18,30 18 63 62 55 6 15 14 74 22 66 50 47 79 38 7 78 46,7400,7400,7400,1
98,grid_9_rand_9_4,18,30 18 63 62 55 6 15 14 74 22 66 50 47 79 38 7 78 46,4800,5000,5400,3
99,grid_9_rand_36_4,18,30 18 63 62 55 6 15 14 74 22 66 50 47 79 38 7 78 46,5600,6000,6400,3
100,grid_9_rand_18_2,18,30 18 63 62 55 6 15 14 74 22 66 50 47 79 38 7 78 46,4800,4800,5200,3
101,grid_9_rand_18_3,18,30 18 63 62 55 6 15 14 74 22 66 50 47 79 38 7 78 46,5600,5800,5600,2
102,grid_9_rand_9_2,18,30 18 63 62 55 6 15 14 74 22 66 50 47 79 38 7 78 46,4800,4800,5200,3
103,grid_9_rand_18_1,18,30 18 63 62 55 6 15 14 74 22 66 50 47 79 38 7 78 46,5200,5200,8800,3
104,grid_9_9,18,30 18 63 62 55 6 15 14 74 22 66 50 47 79 38 7 78 46,4400,4800,5200,3
105,grid_9_rand_9_1,14,56 26 4 29 39 40 68 7 50 74 34 73 19 61,4000,4200,5400,3
106,grid_9_rand_9_0,14,56 26 4 29 39 40 68 7 50 74 34 73 19 61,4200,4200,5800,3
107,grid_9_rand_36_0,14,56 26 4 29 39 40 68 7 50 74 34 73 19 61,5400,5400,5400,2
108,grid_9_rand_27_4,14,56 26 4 29 39 40 68 7 50 74 34 73 19 61,4800,5000,7000,3
109,grid_9_rand_9_3,14,56 26 4 29 39 40 68 7 50 74 34 73 19 61,4000,4200,6000,3
110,grid_9_rand_27_2,14,56 26 4 29 39 40 68 7 50 74 34 73 19 61,5000,5000,6600,4
111,grid_9_rand_36_2,14,56 26 4 29 39 40 68 7 50 74 34 73 19 61,5000,5000,5000,1
112,grid_9_rand_36_1,14,56 26 4 29 39 40 68 7 50 74 34 73 19 61,5000,5000,7400,3
113,grid_9_rand_18_4,14,56 26 4 29 39 40 68 7 50 74 34 73 19 61,5000,5200,5000,2
114,grid_9_rand_27_0,14,56 26 4 29 39 40 68 7 50 74 34 73 19 61,4600,5000,5200,3
115,grid_9_rand_18_0,14,56 26 4 29 39 40 68 7 50 74 34 73 19 61,4800,4800,4800,3
116,grid_9_rand_27_1,14,56 26 4 29 39 40 68 7 50 74 34 73 19 61,5200,5200,5200,1
117,grid_9_rand_27_3,14,56 26 4 29 39 40 68 7 50 74 34 73 19 61,4800,5000,7200,2
118,grid_9_rand_36_3,14,56 26 4 29 39 40 68 7 50 74 34 73 19 61,5800,5800,5800,1
119,grid_9_rand_9_4,14,56 26 4 29 39 40 68 7 50 74 34 73 19 61,4400,4400,4400,1
120,grid_9_rand_36_4,14,56 26 4 29 39 40 68 7 50 74 34 73 19 61,4800,5000,7200,2
121,grid_9_rand_18_2,14,56 26 4 29 39 40 68 7 50 74 34 73 19 61,4200,4400,4600,3
122,grid_9_rand_18_3,14,56 26 4 29 39 40 68 7 50 74 34 73 19 61,4800,5200,7800,3
123,grid_9_rand_9_2,14,56 26 4 29 39 40 68 7 50 74 34 73 19 61,4400,4400,4400,2
124,grid_9_rand_18_1,14,56 26 4 29 39 40 68 7 50 74 34 73 19 61,4400,4400,4400,2
125,grid_9_9,14,56 26 4 29 39 40 68 7 50 74 34 73 19 61,4200,4200,4200,3
126,grid_9_rand_9_1,15,31 5 41 3 17 76 14 60 59 68 4 73 38 45 20,4400,4400,4400,3
127,grid_9_rand_9_0,15,31 5 41 3 17 76 14 60 59 68 4 73 38 45 20,4200,4200,4200,2
128,grid_9_rand_36_0,15,31 5 41 3 17 76 14 60 59 68 4 73 38 45 20,5400,5600,7800,3
129,grid_9_rand_27_4,15,31 5 41 3 17 76 14 60 59 68 4 73 38 45 20,4800,4800,4800,1
130,grid_9_rand_9_3,15,31 5 41 3 17 76 14 60 59 68 4 73 38 45 20,4200,4200,4200,3
131,grid_9_rand_27_2,15,31 5 41 3 17 76 14 60 59 68 4 73 38 45 20,4400,4400,4400,4
132,grid_9_rand_36_2,15,31 5 41 3 17 76 14 60 59 68 4 73 38 45 20,5400,5600,5800,3
133,grid_9_rand_36_1,15,31 5 41 3 17 76 14 60 59 68 4 73 38 45 20,4800,4800,4800,2
134,grid_9_rand_18_4,15,31 5 41 3 17 76 14 60 59 68 4 73 38 45 20,5200,5200,5200,3
135,grid_9_rand_27_0,15,31 5 41 3 17 76 14 60 59 68 4 73 38 45 20,5200,5200,5200,1
136,grid_9_rand_18_0,15,31 5 41 3 17 76 14 60 59 68 4 73 38 45 20,4600,4600,4600,2
137,grid_9_rand_27_1,15,31 5 41 3 17 76 14 60 59 68 4 73 38 45 20,4800,4800,7000,3
138,grid_9_rand_27_3,15,31 5 41 3 17 76 14 60 59 68 4 73 38 45 20,4800,4800,5600,3
139,grid_9_rand_36_3,15,31 5 41 3 17 76 14 60 59 68 4 73 38 45 20,6000,6600,7000,3
140,grid_9_rand_9_4,15,31 5 41 3 17 76 14 60 59 68 4 73 38 45 20,4200,4200,4200,2
141,grid_9_rand_36_4,15,31 5 41 3 17 76 14 60 59 68 4 73 38 45 20,5000,5000,5000,2
142,grid_9_rand_18_2,15,31 5 41 3 17 76 14 60 59 68 4 73 38 45 20,4600,4600,4600,3
143,grid_9_rand_18_3,15,31 5 41 3 17 76 14 60 59 68 4 73 38 45 20,4800,4800,4800,2
144,grid_9_rand_9_2,15,31 5 41 3 17 76 14 60 59 68 4 73 38 45 20,5000,5000,6200,4
145,grid_9_rand_18_1,15,31 5 41 3 17 76 14 60 59 68 4 73 38 45 20,4200,4400,4200,2
146,grid_9_9,15,31 5 41 3 17 76 14 60 59 68 4 73 38 45 20,4200,4200,4200,2
147,grid_9_rand_9_1,16,60 52 74 62 4 70 48 72 76 16 43 36 24 15 19 63,4400,4400,5200,3
148,grid_9_rand_9_0,16,60 52 74 62 4 70 48 72 76 16 43 36 24 15 19 63,4400,4400,4400,2
149,grid_9_rand_36_0,16,60 52 74 62 4 70 48 72 76 16 43 36 24 15 19 63,5200,5400,5600,3
150,grid_9_rand_27_4,16,60 52 74 62 4 70 48 72 76 16 43 36 24 15 19 63,5600,5800,8400,3
151,grid_9_rand_9_3,16,60 52 74 62 4 70 48 72 76 16 43 36 24 15 19 63,4400,4400,4400,2
152,grid_9_rand_27_2,16,60 52 74 62 4 70 48 72 76 16 43 36 24 15 19 63,5400,5400,5400,1
153,grid_9_rand_36_2,16,60 52 74 62 4 70 48 72 76 16 43 36 24 15 19 63,5200,5200,5200,1
154,grid_9_rand_36_1,16,60 52 74 62 4 70 48 72 76 16 43 36 24 15 19 63,4600,5000,7000,2
155,grid_9_rand_18_4,16,60 52 74 62 4 70 48 72 76 16 43 36 24 15 19 63,5200,5200,5200,2
156,grid_9_rand_27_0,16,60 52 74 62 4 70 48 72 76 16 43 36 24 15 19 63,5200,5200,5200,2
157,grid_9_rand_18_0,16,60 52 74 62 4 70 48 72 76 16 43 36 24 15 19 63,5400,5400,5400,2
158,grid_9_rand_27_1,16,60 52 74 62 4 70 48 72 76 16 43 36 24 15 19 63,5200,5200,5200,3
159,grid_9_rand_27_3,16,60 52 74 62 4 70 48 72 76 16 43 36 24 15 19 63,5200,5200,5200,1
160,grid_9_rand_36_3,16,60 52 74 62 4 70 48 72 76 16 43 36 24 15 19 63,7000,7000,7000,1
161,grid_9_rand_9_4,16,60 52 74 62 4 70 48 72 76 16 43 36 24 15 19 63,4600,4800,4600,2
162,grid_9_rand_36_4,16,60 52 74 62 4 70 48 72 76 16 43 36 24 15 19 63,6000,6000,6000,3
163,grid_9_rand_18_2,16,60 52 74 62 4 70 48 72 76 16 43 36 24 15 19 63,4400,4400,4400,2
164,grid_9_rand_18_3,16,60 52 74 62 4 70 48 72 76 16 43 36 24 15 19 63,5000,5000,8600,2
165,grid_9_rand_9_2,16,60 52 74 62 4 70 48 72 76 16 43 36 24 15 19 63,4800,4800,4800,2
166,grid_9_rand_18_1,16,60 52 74 62 4 70 48 72 76 16 43 36 24 15 19 63,4800,4800,4800,2
167,grid_9_9,16,60 52 74 62 4 70 48 72 76 16 43 36 24 15 19 63,4200,4200,4200,2
168,grid_9_rand_9_1,17,42 27 50 4 34 75 77 23 45 76 3 71 12 37 58 14 63,4600,4600,4600,2
169,grid_9_rand_9_0,17,42 27 50 4 34 75 77 23 45 76 3 71 12 37 58 14 63,4600,4600,4600,3
170,grid_9_rand_36_0,17,42 27 50 4 34 75 77 23 45 76 3 71 12 37 58 14 63,5200,5400,5600,3
171,grid_9_rand_27_4,17,42 27 50 4 34 75 77 23 45 76 3 71 12 37 58 14 63,5400,5400,5400,2
172,grid_9_rand_9_3,17,42 27 50 4 34 75 77 23 45 76 3 71 12 37 58 14 63,4600,4800,4800,3
173,grid_9_rand_27_2,17,42 27 50 4 34 75 77 23 45 76 3 71 12 37 58 14 63,4800,5000,4800,4
174,grid_9_rand_36_2,17,42 27 50 4 34 75 77 23 45 76 3 71 12 37 58 14 63,5800,5800,5800,3
