rand_string,graph,num_priority,priority_nodes,lower_bound,upper_bound,time_period,num_patterns
406,grid_8_rand_24_4,14,18 55 52 34 62 4 24 10 54 45 53 39 26 21,3800,3800,3800,2
407,grid_8_rand_8_0,14,18 55 52 34 62 4 24 10 54 45 53 39 26 21,3600,3600,3600,3
408,grid_8_rand_32_2,14,18 55 52 34 62 4 24 10 54 45 53 39 26 21,5600,5600,5600,2
409,grid_8_rand_8_4,14,18 55 52 34 62 4 24 10 54 45 53 39 26 21,3800,3800,3800,2
410,grid_8_rand_16_2,14,18 55 52 34 62 4 24 10 54 45 53 39 26 21,3400,4000,4200,3
411,grid_8_rand_32_4,14,18 55 52 34 62 4 24 10 54 45 53 39 26 21,4800,4800,4800,2
412,grid_8_rand_24_1,14,18 55 52 34 62 4 24 10 54 45 53 39 26 21,5000,5000,5000,1
413,grid_8_rand_24_3,14,18 55 52 34 62 4 24 10 54 45 53 39 26 21,4200,4400,4800,3
414,grid_8_rand_8_3,14,18 55 52 34 62 4 24 10 54 45 53 39 26 21,3600,3800,3800,3
415,grid_8_rand_16_1,14,18 55 52 34 62 4 24 10 54 45 53 39 26 21,4000,4400,6600,3
416,grid_8_rand_8_1,14,18 55 52 34 62 4 24 10 54 45 53 39 26 21,3400,3600,5600,3
417,grid_8_rand_24_2,14,18 55 52 34 62 4 24 10 54 45 53 39 26 21,4200,4200,6400,3
418,grid_8_rand_32_3,14,18 55 52 34 62 4 24 10 54 45 53 39 26 21,3800,3800,3800,1
419,grid_8_8,14,18 55 52 34 62 4 24 10 54 45 53 39 26 21,3200,3600,4000,3
420,grid_8_rand_32_0,10,59 12 47 29 7 56 44 26 0 55,5800,5800,5800,1
421,grid_8_rand_32_1,10,59 12 47 29 7 56 44 26 0 55,5600,5600,5600,1
422,grid_8_rand_16_0,10,59 12 47 29 7 56 44 26 0 55,4400,4400,4400,3
423,grid_8_rand_8_2,10,59 12 47 29 7 56 44 26 0 55,4200,4200,4200,2
424,grid_8_rand_16_3,10,59 12 47 29 7 56 44 26 0 55,4200,4400,4200,2
425,grid_8_rand_16_4,10,59 12 47 29 7 56 44 26 0 55,4600,4600,4600,2
426,grid_8_rand_24_0,10,59 12 47 29 7 56 44 26 0 55,4800,4800,4800,3
427,grid_8_rand_24_4,10,59 12 47 29 7 56 44 26 0 55,4400,4400,4400,1
428,grid_8_rand_8_0,10,59 12 47 29 7 56 44 26 0 55,4200,4200,4200,2
429,grid_8_rand_32_2,10,59 12 47 29 7 56 44 26 0 55,5600,5600,5600,2
430,grid_8_rand_8_4,10,59 12 47 29 7 56 44 26 0 55,4200,4400,4200,2
431,grid_8_rand_16_2,10,59 12 47 29 7 56 44 26 0 55,5200,5200,5200,1
432,grid_8_rand_32_4,10,59 12 47 29 7 56 44 26 0 55,5400,5400,5400,2
433,grid_8_rand_24_1,10,59 12 47 29 7 56 44 26 0 55,5000,5000,5000,2
434,grid_8_rand_24_3,10,59 12 47 29 7 56 44 26 0 55,4600,4600,4600,3
435,grid_8_rand_8_3,10,59 12 47 29 7 56 44 26 0 55,4400,4400,4400,3
436,grid_8_rand_16_1,10,59 12 47 29 7 56 44 26 0 55,4800,4800,4800,1
437,grid_8_rand_8_1,10,59 12 47 29 7 56 44 26 0 55,4200,4400,4600,4
438,grid_8_rand_24_2,10,59 12 47 29 7 56 44 26 0 55,5000,5000,5600,2
439,grid_8_rand_32_3,10,59 12 47 29 7 56 44 26 0 55,5000,5000,5000,1
440,grid_8_8,10,59 12 47 29 7 56 44 26 0 55,4000,4200,5800,3
441,grid_8_rand_32_0,11,45 25 9 7 33 61 10 19 57 26 35,5400,5400,5400,1
442,grid_8_rand_32_1,11,45 25 9 7 33 61 10 19 57 26 35,6200,6200,6200,2
443,grid_8_rand_16_0,11,45 25 9 7 33 61 10 19 57 26 35,4000,4000,4000,1
444,grid_8_rand_8_2,11,45 25 9 7 33 61 10 19 57 26 35,3800,3800,3800,2
445,grid_8_rand_16_3,11,45 25 9 7 33 61 10 19 57 26 35,4000,4000,4000,2
446,grid_8_rand_16_4,11,45 25 9 7 33 61 10 19 57 26 35,4200,4400,6600,3
447,grid_8_rand_24_0,11,45 25 9 7 33 61 10 19 57 26 35,4200,4200,4200,2
448,grid_8_rand_24_4,11,45 25 9 7 33 61 10 19 57 26 35,4400,4400,4400,1
449,grid_8_rand_8_0,11,45 25 9 7 33 61 10 19 57 26 35,3800,3800,5400,3
450,grid_8_rand_32_2,11,45 25 9 7 33 61 10 19 57 26 35,5200,5200,5200,1
451,grid_8_rand_8_4,11,45 25 9 7 33 61 10 19 57 26 35,3600,3600,3600,2
452,grid_8_rand_16_2,11,45 25 9 7 33 61 10 19 57 26 35,4600,4600,5200,3
453,grid_8_rand_32_4,11,45 25 9 7 33 61 10 19 57 26 35,4800,4800,4800,1
454,grid_8_rand_24_1,11,45 25 9 7 33 61 10 19 57 26 35,4400,4400,4400,2
455,grid_8_rand_24_3,11,45 25 9 7 33 61 10 19 57 26 35,4600,4600,4600,2
456,grid_8_rand_8_3,11,45 25 9 7 33 61 10 19 57 26 35,4000,4000,4000,1
457,grid_8_rand_16_1,11,45 25 9 7 33 61 10 19 57 26 35,3400,3600,3600,3
458,grid_8_rand_8_1,11,45 25 9 7 33 61 10 19 57 26 35,3800,3800,3800,2
459,grid_8_rand_24_2,11,45 25 9 7 33 61 10 19 57 26 35,4800,4800,4800,1
460,grid_8_rand_32_3,11,45 25 9 7 33 61 10 19 57 26 35,4400,4400,7000,3
461,grid_8_8,11,45 25 9 7 33 61 10 19 57 26 35,3600,3600,3600,2
462,grid_8_rand_32_0,12,26 54 11 5 28 21 18 61 40 57 14 7,5000,5000,5000,1
463,grid_8_rand_32_1,12,26 54 11 5 28 21 18 61 40 57 14 7,5600,5600,5600,1
464,grid_8_rand_16_0,12,26 54 11 5 28 21 18 61 40 57 14 7,3800,4400,4600,3
465,grid_8_rand_8_2,12,26 54 11 5 28 21 18 61 40 57 14 7,4000,4000,5800,3
466,grid_8_rand_16_3,12,26 54 11 5 28 21 18 61 40 57 14 7,4000,4000,4000,2
467,grid_8_rand_16_4,12,26 54 11 5 28 21 18 61 40 57 14 7,4600,4600,4600,2
468,grid_8_rand_24_0,12,26 54 11 5 28 21 18 61 40 57 14 7,4200,4200,4200,1
469,grid_8_rand_24_4,12,26 54 11 5 28 21 18 61 40 57 14 7,4600,4600,4600,2
470,grid_8_rand_8_0,12,26 54 11 5 28 21 18 61 40 57 14 7,4000,4000,4000,3
471,grid_8_rand_32_2,12,26 54 11 5 28 21 18 61 40 57 14 7,5800,5800,5800,2
472,grid_8_rand_8_4,12,26 54 11 5 28 21 18 61 40 57 14 7,3800,3800,3800,1
473,grid_8_rand_16_2,12,26 54 11 5 28 21 18 61 40 57 14 7,4800,4800,4800,2
474,grid_8_rand_32_4,12,26 54 11 5 28 21 18 61 40 57 14 7,5000,5000,5000,1
475,grid_8_rand_24_1,12,26 54 11 5 28 21 18 61 40 57 14 7,4800,4800,4800,2
476,grid_8_rand_24_3,12,26 54 11 5 28 21 18 61 40 57 14 7,4400,4400,4400,1
477,grid_8_rand_8_3,12,26 54 11 5 28 21 18 61 40 57 14 7,4000,4000,4000,2
478,grid_8_rand_16_1,12,26 54 11 5 28 21 18 61 40 57 14 7,4000,4000,4000,1
479,grid_8_rand_8_1,12,26 54 11 5 28 21 18 61 40 57 14 7,3800,3800,3800,2
480,grid_8_rand_24_2,12,26 54 11 5 28 21 18 61 40 57 14 7,4400,4600,5600,3
481,grid_8_rand_32_3,12,26 54 11 5 28 21 18 61 40 57 14 7,4800,4800,4800,2
482,grid_8_8,12,26 54 11 5 28 21 18 61 40 57 14 7,3600,3600,3600,2
483,grid_8_rand_32_0,13,14 35 45 46 37 26 58 10 43 49 47 59 15,5600,5600,5600,1
484,grid_8_rand_32_1,13,14 35 45 46 37 26 58 10 43 49 47 59 15,5800,5800,5800,2
485,grid_8_rand_16_0,13,14 35 45 46 37 26 58 10 43 49 47 59 15,3800,3800,3800,1
486,grid_8_rand_8_2,13,14 35 45 46 37 26 58 10 43 49 47 59 15,3400,3400,3400,1
487,grid_8_rand_16_3,13,14 35 45 46 37 26 58 10 43 49 47 59 15,3400,4000,4800,3
488,grid_8_rand_16_4,13,14 35 45 46 37 26 58 10 43 49 47 59 15,4000,4000,4000,2
489,grid_8_rand_24_0,13,14 35 45 46 37 26 58 10 43 49 47 59 15,3800,3800,3800,2
490,grid_8_rand_24_4,13,14 35 45 46 37 26 58 10 43 49 47 59 15,4000,4200,4600,2
491,grid_8_rand_8_0,13,14 35 45 46 37 26 58 10 43 49 47 59 15,3600,3600,3600,1
492,grid_8_rand_32_2,13,14 35 45 46 37 26 58 10 43 49 47 59 15,5000,5000,5000,1
493,grid_8_rand_8_4,13,14 35 45 46 37 26 58 10 43 49 47 59 15,3200,3400,4200,4
494,grid_8_rand_16_2,13,14 35 45 46 37 26 58 10 43 49 47 59 15,3800,3800,3800,1
495,grid_8_rand_32_4,13,14 35 45 46 37 26 58 10 43 49 47 59 15,4400,4400,4400,3
496,grid_8_rand_24_1,13,14 35 45 46 37 26 58 10 43 49 47 59 15,4400,4400,4400,2
497,grid_8_rand_24_3,13,14 35 45 46 37 26 58 10 43 49 47 59 15,4200,4200,4200,1
498,grid_8_rand_8_3,13,14 35 45 46 37 26 58 10 43 49 47 59 15,3400,3400,3600,5
499,grid_8_rand_16_1,13,14 35 45 46 37 26 58 10 43 49 47 59 15,3400,3400,3400,2
500,grid_8_rand_8_1,13,14 35 45 46 37 26 58 10 43 49 47 59 15,3200,3200,3200,1
501,grid_8_rand_24_2,13,14 35 45 46 37 26 58 10 43 49 47 59 15,4400,4400,4400,2
502,grid_8_rand_32_3,13,14 35 45 46 37 26 58 10 43 49 47 59 15,4600,4600,4600,1
503,grid_8_8,13,14 35 45 46 37 26 58 10 43 49 47 59 15,3200,3200,3200,1
504,grid_8_rand_32_0,14,4 24 22 6 52 58 44 59 53 37 7 61 19 30,5000,5000,5000,2
505,grid_8_rand_32_1,14,4 24 22 6 52 58 44 59 53 37 7 61 19 30,6200,6200,6200,2
506,grid_8_rand_16_0,14,4 24 22 6 52 58 44 59 53 37 7 61 19 30,4400,4400,4400,2
507,grid_8_rand_8_2,14,4 24 22 6 52 58 44 59 53 37 7 61 19 30,3600,3600,3600,2
508,grid_8_rand_16_3,14,4 24 22 6 52 58 44 59 53 37 7 61 19 30,4200,4200,4200,3
509,grid_8_rand_16_4,14,4 24 22 6 52 58 44 59 53 37 7 61 19 30,4400,4800,4400,2
510,grid_8_rand_24_0,14,4 24 22 6 52 58 44 59 53 37 7 61 19 30,4600,4800,6000,3
511,grid_8_rand_24_4,14,4 24 22 6 52 58 44 59 53 37 7 61 19 30,4600,4800,5000,3
512,grid_8_rand_8_0,14,4 24 22 6 52 58 44 59 53 37 7 61 19 30,4000,4000,4000,2
513,grid_8_rand_32_2,14,4 24 22 6 52 58 44 59 53 37 7 61 19 30,5600,5600,5600,2
514,grid_8_rand_8_4,14,4 24 22 6 52 58 44 59 53 37 7 61 19 30,3600,3600,3600,2
515,grid_8_rand_16_2,14,4 24 22 6 52 58 44 59 53 37 7 61 19 30,4400,4800,5200,3
516,grid_8_rand_32_4,14,4 24 22 6 52 58 44 59 53 37 7 61 19 30,4400,4400,4400,1
517,grid_8_rand_24_1,14,4 24 22 6 52 58 44 59 53 37 7 61 19 30,4600,4600,4600,2
518,grid_8_rand_24_3,14,4 24 22 6 52 58 44 59 53 37 7 61 19 30,4800,4800,4800,1
519,grid_8_rand_8_3,14,4 24 22 6 52 58 44 59 53 37 7 61 19 30,3600,3600,3600,1
520,grid_8_rand_16_1,14,4 24 22 6 52 58 44 59 53 37 7 61 19 30,3600,3600,3600,1
521,grid_8_rand_8_1,14,4 24 22 6 52 58 44 59 53 37 7 61 19 30,3600,3600,3600,3
522,grid_8_rand_24_2,14,4 24 22 6 52 58 44 59 53 37 7 61 19 30,4000,4000,4000,1
523,grid_8_rand_32_3,14,4 24 22 6 52 58 44 59 53 37 7 61 19 30,5200,5200,5200,3
524,grid_8_8,14,4 24 22 6 52 58 44 59 53 37 7 61 19 30,3400,3400,3400,1
