rand_string,graph,num_priority,priority_nodes,lower_bound,upper_bound,time_period,num_patterns
32,grid_5_rand_16_0,5,22 7 5 0 9,3000,3000,3000,1
33,grid_5_rand_8_3,5,22 7 5 0 9,2400,2400,2400,3
34,grid_5_rand_12_2,5,22 7 5 0 9,2400,2400,2400,2
35,grid_5_rand_8_1,5,22 7 5 0 9,2200,2200,2200,1
36,grid_5_rand_4_1,5,22 7 5 0 9,2000,2000,2000,2
37,grid_5_rand_12_0,5,22 7 5 0 9,2600,2600,2600,3
38,grid_5_rand_12_3,5,22 7 5 0 9,2200,2200,2200,2
39,grid_5_rand_4_0,5,22 7 5 0 9,1800,1800,2000,3
40,grid_5_rand_16_2,5,22 7 5 0 9,2400,2400,2400,1
41,grid_5_rand_8_2,5,22 7 5 0 9,2000,2000,2000,2
42,grid_5_rand_4_2,6,23 21 12 7 19 2,1800,1800,1800,1
43,grid_5_rand_16_1,6,23 21 12 7 19 2,3400,3400,3400,1
44,grid_5_rand_8_4,6,23 21 12 7 19 2,2000,2000,2000,2
45,grid_5_rand_16_4,6,23 21 12 7 19 2,3400,3400,3400,1
46,grid_5_rand_12_1,6,23 21 12 7 19 2,3000,3000,3000,2
47,grid_5_rand_8_0,6,23 21 12 7 19 2,2200,2200,2200,1
48,grid_5_rand_4_3,6,23 21 12 7 19 2,1800,1800,1800,1
49,grid_5_5,6,23 21 12 7 19 2,1600,1800,1600,2
50,grid_5_rand_16_3,6,23 21 12 7 19 2,2600,2600,2600,1
51,grid_5_rand_4_4,6,23 21 12 7 19 2,2000,2000,2000,2
52,grid_5_rand_12_4,6,23 21 12 7 19 2,2600,2600,2600,2
53,grid_5_rand_16_0,6,23 21 12 7 19 2,3000,3000,3000,2
54,grid_5_rand_8_3,6,23 21 12 7 19 2,2200,2400,2200,2
55,grid_5_rand_12_2,6,23 21 12 7 19 2,2200,2400,2200,2
56,grid_5_rand_8_1,6,23 21 12 7 19 2,1800,1800,1800,2
57,grid_5_rand_4_1,6,23 21 12 7 19 2,1600,1800,1600,2
58,grid_5_rand_12_0,6,23 21 12 7 19 2,2400,2400,2400,2
59,grid_5_rand_12_3,6,23 21 12 7 19 2,2400,2400,2400,1
60,grid_5_rand_4_0,6,23 21 12 7 19 2,2000,2000,2000,2
61,grid_5_rand_16_2,6,23 21 12 7 19 2,2600,2600,2600,2
62,grid_5_rand_8_2,6,23 21 12 7 19 2,2000,2000,2000,2
63,grid_5_rand_4_2,7,1 21 15 20 17 16 7,1800,1800,1800,2
64,grid_5_rand_16_1,7,1 21 15 20 17 16 7,4000,4000,4000,1
65,grid_5_rand_8_4,7,1 21 15 20 17 16 7,2000,2000,2000,1
66,grid_5_rand_16_4,7,1 21 15 20 17 16 7,3800,3800,3800,1
67,grid_5_rand_12_1,7,1 21 15 20 17 16 7,3000,3000,3000,1
68,grid_5_rand_8_0,7,1 21 15 20 17 16 7,2800,2800,2800,2
69,grid_5_rand_4_3,7,1 21 15 20 17 16 7,1800,1800,1800,1
70,grid_5_5,7,1 21 15 20 17 16 7,1600,1600,1600,2
71,grid_5_rand_16_3,7,1 21 15 20 17 16 7,2600,2600,2600,1
72,grid_5_rand_4_4,7,1 21 15 20 17 16 7,2000,2000,2000,1
73,grid_5_rand_12_4,7,1 21 15 20 17 16 7,2600,2600,2600,1
74,grid_5_rand_16_0,7,1 21 15 20 17 16 7,2600,2600,2600,1
75,grid_5_rand_8_3,7,1 21 15 20 17 16 7,2400,2400,2400,2
76,grid_5_rand_12_2,7,1 21 15 20 17 16 7,2400,2400,2400,2
77,grid_5_rand_8_1,7,1 21 15 20 17 16 7,2000,2000,2000,3
78,grid_5_rand_4_1,7,1 21 15 20 17 16 7,1800,1800,1800,2
79,grid_5_rand_12_0,7,1 21 15 20 17 16 7,2000,2000,2000,2
80,grid_5_rand_12_3,7,1 21 15 20 17 16 7,2800,2800,2800,2
81,grid_5_rand_4_0,7,1 21 15 20 17 16 7,2000,2000,2000,2
82,grid_5_rand_16_2,7,1 21 15 20 17 16 7,2800,2800,2800,1
83,grid_5_rand_8_2,7,1 21 15 20 17 16 7,1800,1800,1800,2
84,grid_5_rand_4_2,4,22 21 7 2,1800,1800,1800,2
85,grid_5_rand_16_1,4,22 21 7 2,3400,3400,3400,1
86,grid_5_rand_8_4,4,22 21 7 2,1600,1600,1600,1
87,grid_5_rand_16_4,4,22 21 7 2,3400,3400,3400,1
88,grid_5_rand_12_1,4,22 21 7 2,2400,2400,2400,1
89,grid_5_rand_8_0,4,22 21 7 2,2000,2000,2000,1
90,grid_5_rand_4_3,4,22 21 7 2,1400,1400,1400,1
91,grid_5_5,4,22 21 7 2,1400,1400,1400,1
92,grid_5_rand_16_3,4,22 21 7 2,2400,2400,2400,1
93,grid_5_rand_4_4,4,22 21 7 2,1600,1600,1600,2
94,grid_5_rand_12_4,4,22 21 7 2,2600,2600,2600,1
95,grid_5_rand_16_0,4,22 21 7 2,2400,2400,2400,2
96,grid_5_rand_8_3,4,22 21 7 2,2200,2200,2200,1
97,grid_5_rand_12_2,4,22 21 7 2,2000,2000,2000,2
98,grid_5_rand_8_1,4,22 21 7 2,1600,1600,1600,1
99,grid_5_rand_4_1,4,22 21 7 2,1600,1600,1600,1
100,grid_5_rand_12_0,4,22 21 7 2,2200,2200,2200,1
101,grid_5_rand_12_3,4,22 21 7 2,2000,2000,2000,2
102,grid_5_rand_4_0,4,22 21 7 2,1600,1600,1600,2
103,grid_5_rand_16_2,4,22 21 7 2,2000,2000,2000,1
104,grid_5_rand_8_2,4,22 21 7 2,1600,1600,1600,1
105,grid_5_rand_4_2,5,2 9 4 22 3,1800,1800,1800,1
106,grid_5_rand_16_1,5,2 9 4 22 3,3600,3600,3600,1
107,grid_5_rand_8_4,5,2 9 4 22 3,2200,2200,2200,1
108,grid_5_rand_16_4,5,2 9 4 22 3,3600,3600,3600,1
109,grid_5_rand_12_1,5,2 9 4 22 3,2800,2800,2800,1
110,grid_5_rand_8_0,5,2 9 4 22 3,2200,2200,2200,1
111,grid_5_rand_4_3,5,2 9 4 22 3,1600,1600,1600,1
112,grid_5_5,5,2 9 4 22 3,1600,1600,1600,1
113,grid_5_rand_16_3,5,2 9 4 22 3,2800,2800,2800,1
114,grid_5_rand_4_4,5,2 9 4 22 3,1800,1800,1800,1
115,grid_5_rand_12_4,5,2 9 4 22 3,2600,2600,2600,1
116,grid_5_rand_16_0,5,2 9 4 22 3,3000,3000,3000,1
117,grid_5_rand_8_3,5,2 9 4 22 3,2200,2200,2200,1
118,grid_5_rand_12_2,5,2 9 4 22 3,2200,2200,2200,1
119,grid_5_rand_8_1,5,2 9 4 22 3,2400,2400,2400,1
120,grid_5_rand_4_1,5,2 9 4 22 3,1600,1600,1600,1
121,grid_5_rand_12_0,5,2 9 4 22 3,2600,2600,2600,2
122,grid_5_rand_12_3,5,2 9 4 22 3,2400,2400,2400,1
123,grid_5_rand_4_0,5,2 9 4 22 3,2000,2000,2000,1
124,grid_5_rand_16_2,5,2 9 4 22 3,2600,2600,2600,1
125,grid_5_rand_8_2,5,2 9 4 22 3,2000,2000,2000,1
126,grid_5_rand_4_2,6,5 19 13 18 2 9,1800,1800,1800,3
127,grid_5_rand_16_1,6,5 19 13 18 2 9,3400,3400,3400,1
128,grid_5_rand_8_4,6,5 19 13 18 2 9,2200,2200,2200,3
129,grid_5_rand_16_4,6,5 19 13 18 2 9,3200,3200,3200,2
130,grid_5_rand_12_1,6,5 19 13 18 2 9,2200,2200,2200,2
131,grid_5_rand_8_0,6,5 19 13 18 2 9,2400,2400,2400,3
132,grid_5_rand_4_3,6,5 19 13 18 2 9,1800,1800,1800,1
133,grid_5_5,6,5 19 13 18 2 9,1800,1800,1800,2
134,grid_5_rand_16_3,6,5 19 13 18 2 9,2800,2800,2800,1
135,grid_5_rand_4_4,6,5 19 13 18 2 9,1800,1800,1800,1
136,grid_5_rand_12_4,6,5 19 13 18 2 9,2400,2400,2400,2
137,grid_5_rand_16_0,6,5 19 13 18 2 9,3000,3000,3000,1
138,grid_5_rand_8_3,6,5 19 13 18 2 9,2000,2000,2000,2
139,grid_5_rand_12_2,6,5 19 13 18 2 9,2400,2400,2400,1
140,grid_5_rand_8_1,6,5 19 13 18 2 9,2200,2200,2600,3
141,grid_5_rand_4_1,6,5 19 13 18 2 9,1800,1800,1800,1
142,grid_5_rand_12_0,6,5 19 13 18 2 9,2200,2200,2200,1
143,grid_5_rand_12_3,6,5 19 13 18 2 9,2000,2000,2000,2
144,grid_5_rand_4_0,6,5 19 13 18 2 9,1800,1800,1800,2
145,grid_5_rand_16_2,6,5 19 13 18 2 9,2600,2600,2600,1
146,grid_5_rand_8_2,6,5 19 13 18 2 9,2000,2000,2000,3
147,grid_5_rand_4_2,7,22 10 4 24 17 2 1,2000,2000,2000,2
148,grid_5_rand_16_1,7,22 10 4 24 17 2 1,3800,3800,3800,2
149,grid_5_rand_8_4,7,22 10 4 24 17 2 1,2400,2400,2400,1
150,grid_5_rand_16_4,7,22 10 4 24 17 2 1,3400,3400,3400,1
151,grid_5_rand_12_1,7,22 10 4 24 17 2 1,3200,3200,3200,2
152,grid_5_rand_8_0,7,22 10 4 24 17 2 1,2800,2800,2800,1
153,grid_5_rand_4_3,7,22 10 4 24 17 2 1,1800,1800,1800,1
154,grid_5_5,7,22 10 4 24 17 2 1,1800,1800,1800,2
155,grid_5_rand_16_3,7,22 10 4 24 17 2 1,3600,3600,3600,2
156,grid_5_rand_4_4,7,22 10 4 24 17 2 1,2200,2200,2200,1
157,grid_5_rand_12_4,7,22 10 4 24 17 2 1,3200,3200,3200,1
158,grid_5_rand_16_0,7,22 10 4 24 17 2 1,3400,3400,3400,2
159,grid_5_rand_8_3,7,22 10 4 24 17 2 1,2800,2800,2800,2
160,grid_5_rand_12_2,7,22 10 4 24 17 2 1,2800,2800,2800,1
161,grid_5_rand_8_1,7,22 10 4 24 17 2 1,2400,2400,2400,2
162,grid_5_rand_4_1,7,22 10 4 24 17 2 1,2200,2200,2200,3
163,grid_5_rand_12_0,7,22 10 4 24 17 2 1,3000,3000,3000,2
164,grid_5_rand_12_3,7,22 10 4 24 17 2 1,2600,2600,2600,2
165,grid_5_rand_4_0,7,22 10 4 24 17 2 1,2200,2200,2200,2
166,grid_5_rand_16_2,7,22 10 4 24 17 2 1,3200,3200,3200,1
167,grid_5_rand_8_2,7,22 10 4 24 17 2 1,2400,2400,2400,1
168,grid_5_rand_4_2,4,15 12 18 10,1400,1400,1400,1
169,grid_5_rand_16_1,4,15 12 18 10,2800,2800,2800,1
170,grid_5_rand_8_4,4,15 12 18 10,1800,1800,1800,2
171,grid_5_rand_16_4,4,15 12 18 10,2200,2200,2200,1
172,grid_5_rand_12_1,4,15 12 18 10,2000,2000,2000,1
173,grid_5_rand_8_0,4,15 12 18 10,1800,1800,1800,1
174,grid_5_rand_4_3,4,15 12 18 10,1400,1400,1400,1
175,grid_5_5,4,15 12 18 10,1400,1400,1400,1
176,grid_5_rand_16_3,4,15 12 18 10,2000,2000,2000,2
177,grid_5_rand_4_4,4,15 12 18 10,1400,1400,1400,1
178,grid_5_rand_12_4,4,15 12 18 10,2200,2200,2200,1
179,grid_5_rand_16_0,4,15 12 18 10,2200,2200,2200,1
180,grid_5_rand_8_3,4,15 12 18 10,2000,2000,2000,2
181,grid_5_rand_12_2,4,15 12 18 10,1600,1600,1600,1
182,grid_5_rand_8_1,4,15 12 18 10,1400,1400,1400,1
183,grid_5_rand_4_1,4,15 12 18 10,1400,1400,1400,1
184,grid_5_rand_12_0,4,15 12 18 10,2000,2000,2000,2
185,grid_5_rand_12_3,4,15 12 18 10,1800,1800,1800,1
186,grid_5_rand_4_0,4,15 12 18 10,1400,1400,1400,1
187,grid_5_rand_16_2,4,15 12 18 10,2000,2000,2000,1
188,grid_5_rand_8_2,4,15 12 18 10,1600,1600,1600,2
189,grid_5_rand_4_2,5,15 2 8 22 0,1800,1800,1800,1
190,grid_5_rand_16_1,5,15 2 8 22 0,3400,3400,3400,1
191,grid_5_rand_8_4,5,15 2 8 22 0,2200,2200,2200,1
192,grid_5_rand_16_4,5,15 2 8 22 0,3800,3800,3800,1
193,grid_5_rand_12_1,5,15 2 8 22 0,2800,2800,2800,1
194,grid_5_rand_8_0,5,15 2 8 22 0,2200,2200,2200,1
195,grid_5_rand_4_3,5,15 2 8 22 0,1800,1800,1800,1
196,grid_5_5,5,15 2 8 22 0,1600,1600,1600,1
197,grid_5_rand_16_3,5,15 2 8 22 0,3000,3000,3000,2
198,grid_5_rand_4_4,5,15 2 8 22 0,2000,2000,2000,2
199,grid_5_rand_12_4,5,15 2 8 22 0,2800,2800,3400,3
200,grid_5_rand_16_0,5,15 2 8 22 0,2800,2800,2800,1
201,grid_5_rand_8_3,5,15 2 8 22 0,2400,2400,2400,1
202,grid_5_rand_12_2,5,15 2 8 22 0,2400,2400,2400,1
203,grid_5_rand_8_1,5,15 2 8 22 0,1800,1800,1800,1
204,grid_5_rand_4_1,5,15 2 8 22 0,1800,1800,1800,1
205,grid_5_rand_12_0,5,15 2 8 22 0,2400,2400,2400,1
206,grid_5_rand_12_3,5,15 2 8 22 0,2600,2600,2600,3
207,grid_5_rand_4_0,5,15 2 8 22 0,1800,1800,1800,2
208,grid_5_rand_16_2,5,15 2 8 22 0,2800,2800,2800,1
209,grid_5_rand_8_2,5,15 2 8 22 0,2000,2000,2000,1
210,grid_5_rand_4_2,6,18 2 9 7 13 8,1800,1800,1800,2
211,grid_5_rand_16_1,6,18 2 9 7 13 8,2800,2800,2800,1
212,grid_5_rand_8_4,6,18 2 9 7 13 8,2000,2000,2000,1
213,grid_5_rand_16_4,6,18 2 9 7 13 8,3600,3600,3600,1
214,grid_5_rand_12_1,6,18 2 9 7 13 8,2200,2200,2200,2
215,grid_5_rand_8_0,6,18 2 9 7 13 8,1800,1800,1800,2
216,grid_5_rand_4_3,6,18 2 9 7 13 8,1800,1800,1800,3
217,grid_5_5,6,18 2 9 7 13 8,1600,1600,1600,1
218,grid_5_rand_16_3,6,18 2 9 7 13 8,2000,2000,2000,1
219,grid_5_rand_4_4,6,18 2 9 7 13 8,1600,1600,1600,1
220,grid_5_rand_12_4,6,18 2 9 7 13 8,2000,2000,2000,2
221,grid_5_rand_16_0,6,18 2 9 7 13 8,2400,2400,2400,1
222,grid_5_rand_8_3,6,18 2 9 7 13 8,2000,2000,2000,1
223,grid_5_rand_12_2,6,18 2 9 7 13 8,1600,1600,1600,1
224,grid_5_rand_8_1,6,18 2 9 7 13 8,1800,1800,1800,2
225,grid_5_rand_4_1,6,18 2 9 7 13 8,1800,1800,1800,1
226,grid_5_rand_12_0,6,18 2 9 7 13 8,2000,2000,2000,1
227,grid_5_rand_12_3,6,18 2 9 7 13 8,1800,1800,1800,2
228,grid_5_rand_4_0,6,18 2 9 7 13 8,1600,1600,1600,1
229,grid_5_rand_16_2,6,18 2 9 7 13 8,2400,2400,2400,1
230,grid_5_rand_8_2,6,18 2 9 7 13 8,1600,1600,1600,1
231,grid_5_rand_4_2,7,21 10 2 7 4 8 9,2000,2200,2000,3
232,grid_5_rand_16_1,7,21 10 2 7 4 8 9,3600,3600,3600,1
233,grid_5_rand_8_4,7,21 10 2 7 4 8 9,2000,2200,2400,2
234,grid_5_rand_16_4,7,21 10 2 7 4 8 9,4200,4200,4200,1
235,grid_5_rand_12_1,7,21 10 2 7 4 8 9,3000,3000,3000,1
236,grid_5_rand_8_0,7,21 10 2 7 4 8 9,2400,2400,2400,2
237,grid_5_rand_4_3,7,21 10 2 7 4 8 9,1800,2000,1800,3
238,grid_5_5,7,21 10 2 7 4 8 9,1800,1800,1800,3
239,grid_5_rand_16_3,7,21 10 2 7 4 8 9,2600,2600,2600,1
240,grid_5_rand_4_4,7,21 10 2 7 4 8 9,2000,2000,2000,2
241,grid_5_rand_12_4,7,21 10 2 7 4 8 9,2600,2600,2600,1
242,grid_5_rand_16_0,7,21 10 2 7 4 8 9,3000,3000,3000,1
243,grid_5_rand_8_3,7,21 10 2 7 4 8 9,2600,2600,2600,2
244,grid_5_rand_12_2,7,21 10 2 7 4 8 9,2400,2400,2400,1
245,grid_5_rand_8_1,7,21 10 2 7 4 8 9,2400,2400,2400,2
246,grid_5_rand_4_1,7,21 10 2 7 4 8 9,2200,2200,2200,2
247,grid_5_rand_12_0,7,21 10 2 7 4 8 9,3000,3000,3000,1
248,grid_5_rand_12_3,7,21 10 2 7 4 8 9,2400,2400,2400,2
249,grid_5_rand_4_0,7,21 10 2 7 4 8 9,2000,2000,2000,3
250,grid_5_rand_16_2,7,21 10 2 7 4 8 9,2800,2800,2800,1
251,grid_5_rand_8_2,7,21 10 2 7 4 8 9,2000,2000,2000,3
252,grid_5_rand_4_2,4,9 4 6 15,1600,1600,1600,1
253,grid_5_rand_16_1,4,9 4 6 15,3200,3200,3200,1
254,grid_5_rand_8_4,4,9 4 6 15,2400,2400,2400,2
255,grid_5_rand_16_4,4,9 4 6 15,3600,3600,3600,1
256,grid_5_rand_12_1,4,9 4 6 15,2600,2600,2600,1
257,grid_5_rand_8_0,4,9 4 6 15,2400,2400,2400,1
258,grid_5_rand_4_3,4,9 4 6 15,1600,1600,1600,2
259,grid_5_5,4,9 4 6 15,1600,1600,1600,2
260,grid_5_rand_16_3,4,9 4 6 15,2400,2400,2400,1
261,grid_5_rand_4_4,4,9 4 6 15,1800,1800,1800,2
262,grid_5_rand_12_4,4,9 4 6 15,2000,2000,2000,1
263,grid_5_rand_16_0,4,9 4 6 15,2600,2600,2600,2
264,grid_5_rand_8_3,4,9 4 6 15,2200,2200,2200,2
265,grid_5_rand_12_2,4,9 4 6 15,2400,2400,2400,1
266,grid_5_rand_8_1,4,9 4 6 15,2400,2400,2400,2
267,grid_5_rand_4_1,4,9 4 6 15,1800,1800,1800,1
268,grid_5_rand_12_0,4,9 4 6 15,2600,2600,2600,2
269,grid_5_rand_12_3,4,9 4 6 15,2200,2200,2200,1
270,grid_5_rand_4_0,4,9 4 6 15,1800,1800,1800,1
271,grid_5_rand_16_2,4,9 4 6 15,2400,2400,2400,1
272,grid_5_rand_8_2,4,9 4 6 15,2000,2000,2000,1
273,grid_5_rand_4_2,5,2 0 11 14 10,1800,1800,1800,2
274,grid_5_rand_16_1,5,2 0 11 14 10,3400,3400,3400,2
275,grid_5_rand_8_4,5,2 0 11 14 10,2000,2000,2000,1
276,grid_5_rand_16_4,5,2 0 11 14 10,3000,3000,3000,1
277,grid_5_rand_12_1,5,2 0 11 14 10,2000,2000,2000,1
278,grid_5_rand_8_0,5,2 0 11 14 10,2200,2200,2200,1
279,grid_5_rand_4_3,5,2 0 11 14 10,1800,1800,1800,1
280,grid_5_5,5,2 0 11 14 10,1600,1600,1600,1
281,grid_5_rand_16_3,5,2 0 11 14 10,2400,2400,2400,1
282,grid_5_rand_4_4,5,2 0 11 14 10,2000,2000,2000,1
283,grid_5_rand_12_4,5,2 0 11 14 10,2400,2400,2400,1
284,grid_5_rand_16_0,5,2 0 11 14 10,3000,3000,3000,1
285,grid_5_rand_8_3,5,2 0 11 14 10,2200,2200,2200,1
286,grid_5_rand_12_2,5,2 0 11 14 10,2200,2200,2200,1
287,grid_5_rand_8_1,5,2 0 11 14 10,1800,1800,1800,1
288,grid_5_rand_4_1,5,2 0 11 14 10,1800,1800,1800,1
289,grid_5_rand_12_0,5,2 0 11 14 10,2400,2400,2400,1
290,grid_5_rand_12_3,5,2 0 11 14 10,2200,2200,2200,2
291,grid_5_rand_4_0,5,2 0 11 14 10,1600,1600,1600,1
292,grid_5_rand_16_2,5,2 0 11 14 10,3000,3000,3000,1
293,grid_5_rand_8_2,5,2 0 11 14 10,2200,2200,2200,1
294,grid_5_rand_4_2,6,20 9 7 21 4 12,1800,1800,1800,1
295,grid_5_rand_16_1,6,20 9 7 21 4 12,3600,3600,3600,1
296,grid_5_rand_8_4,6,20 9 7 21 4 12,2200,2200,2200,1
297,grid_5_rand_16_4,6,20 9 7 21 4 12,4200,4200,4200,2
298,grid_5_rand_12_1,6,20 9 7 21 4 12,3200,3200,3200,1
299,grid_5_rand_8_0,6,20 9 7 21 4 12,2400,2400,2400,2
300,grid_5_rand_4_3,6,20 9 7 21 4 12,1800,1800,1800,2
301,grid_5_5,6,20 9 7 21 4 12,1600,1600,1600,1
302,grid_5_rand_16_3,6,20 9 7 21 4 12,2600,2600,2600,1
303,grid_5_rand_4_4,6,20 9 7 21 4 12,2200,2200,2200,2
304,grid_5_rand_12_4,6,20 9 7 21 4 12,2200,2200,2200,1
305,grid_5_rand_16_0,6,20 9 7 21 4 12,3000,3000,3000,1
306,grid_5_rand_8_3,6,20 9 7 21 4 12,2400,2400,2400,2
307,grid_5_rand_12_2,6,20 9 7 21 4 12,2600,2600,2600,1
308,grid_5_rand_8_1,6,20 9 7 21 4 12,2400,2600,3400,3
309,grid_5_rand_4_1,6,20 9 7 21 4 12,2000,2000,2000,1
310,grid_5_rand_12_0,6,20 9 7 21 4 12,3000,3000,3000,2
311,grid_5_rand_12_3,6,20 9 7 21 4 12,2400,2400,2400,2
312,grid_5_rand_4_0,6,20 9 7 21 4 12,2000,2000,2000,1
313,grid_5_rand_16_2,6,20 9 7 21 4 12,3000,3000,3000,1
314,grid_5_rand_8_2,6,20 9 7 21 4 12,2000,2200,2000,3
315,grid_5_rand_4_2,7,10 7 9 1 23 19 5,1800,1800,1800,1
316,grid_5_rand_16_1,7,10 7 9 1 23 19 5,3400,3400,3400,1
317,grid_5_rand_8_4,7,10 7 9 1 23 19 5,2200,2200,2200,2
318,grid_5_rand_16_4,7,10 7 9 1 23 19 5,3200,3200,3200,1
319,grid_5_rand_12_1,7,10 7 9 1 23 19 5,2800,2800,2800,4
320,grid_5_rand_8_0,7,10 7 9 1 23 19 5,2400,2400,2400,1
321,grid_5_rand_4_3,7,10 7 9 1 23 19 5,1800,1800,1800,1
322,grid_5_5,7,10 7 9 1 23 19 5,1800,1800,1800,1
323,grid_5_rand_16_3,7,10 7 9 1 23 19 5,3200,3200,3200,1
324,grid_5_rand_4_4,7,10 7 9 1 23 19 5,1800,1800,1800,1
325,grid_5_rand_12_4,7,10 7 9 1 23 19 5,2800,2800,2800,2
326,grid_5_rand_16_0,7,10 7 9 1 23 19 5,3200,3200,3200,1
327,grid_5_rand_8_3,7,10 7 9 1 23 19 5,2200,2200,2200,2
328,grid_5_rand_12_2,7,10 7 9 1 23 19 5,2600,2600,2600,1
329,grid_5_rand_8_1,7,10 7 9 1 23 19 5,2400,2400,2400,1
330,grid_5_rand_4_1,7,10 7 9 1 23 19 5,2200,2200,2200,1
331,grid_5_rand_12_0,7,10 7 9 1 23 19 5,2800,2800,2800,2
332,grid_5_rand_12_3,7,10 7 9 1 23 19 5,2600,2600,2600,1
333,grid_5_rand_4_0,7,10 7 9 1 23 19 5,1800,1800,1800,2
334,grid_5_rand_16_2,7,10 7 9 1 23 19 5,2600,2600,2600,1
335,grid_5_rand_8_2,7,10 7 9 1 23 19 5,2200,2200,2400,3
336,grid_5_rand_4_2,4,3 4 9 13,1800,1800,1800,1
337,grid_5_rand_16_1,4,3 4 9 13,2200,2200,2200,1
338,grid_5_rand_8_4,4,3 4 9 13,1600,1600,1600,1
339,grid_5_rand_16_4,4,3 4 9 13,3600,3600,3600,1
340,grid_5_rand_12_1,4,3 4 9 13,2200,2200,2200,1
341,grid_5_rand_8_0,4,3 4 9 13,1800,1800,1800,1
342,grid_5_rand_4_3,4,3 4 9 13,1800,1800,1800,1
343,grid_5_5,4,3 4 9 13,1600,1600,1600,1
344,grid_5_rand_16_3,4,3 4 9 13,2200,2200,2200,1
345,grid_5_rand_4_4,4,3 4 9 13,1600,1600,1600,1
346,grid_5_rand_12_4,4,3 4 9 13,2000,2000,2000,1
347,grid_5_rand_16_0,4,3 4 9 13,2400,2400,2400,1
348,grid_5_rand_8_3,4,3 4 9 13,1800,1800,1800,1
349,grid_5_rand_12_2,4,3 4 9 13,1800,1800,1800,1
350,grid_5_rand_8_1,4,3 4 9 13,2000,2000,2000,1
351,grid_5_rand_4_1,4,3 4 9 13,1600,1600,1600,1
352,grid_5_rand_12_0,4,3 4 9 13,2400,2400,2400,1
353,grid_5_rand_12_3,4,3 4 9 13,2200,2200,2200,1
354,grid_5_rand_4_0,4,3 4 9 13,1600,1600,1600,1
355,grid_5_rand_16_2,4,3 4 9 13,2200,2200,2200,1
356,grid_5_rand_8_2,4,3 4 9 13,1800,1800,1800,1
357,grid_5_rand_4_2,5,24 6 15 19 17,1600,1600,1600,1
358,grid_5_rand_16_1,5,24 6 15 19 17,3200,3200,3200,1
359,grid_5_rand_8_4,5,24 6 15 19 17,2400,2600,2400,2
360,grid_5_rand_16_4,5,24 6 15 19 17,2800,2800,2800,1
361,grid_5_rand_12_1,5,24 6 15 19 17,2600,2600,2600,1
362,grid_5_rand_8_0,5,24 6 15 19 17,2400,2400,2400,2
363,grid_5_rand_4_3,5,24 6 15 19 17,1600,1600,1600,1
364,grid_5_5,5,24 6 15 19 17,1600,1600,1600,2
365,grid_5_rand_16_3,5,24 6 15 19 17,3000,3000,3000,1
366,grid_5_rand_4_4,5,24 6 15 19 17,1800,1800,1800,2
367,grid_5_rand_12_4,5,24 6 15 19 17,2600,2600,2600,1
368,grid_5_rand_16_0,5,24 6 15 19 17,2600,2600,2600,1
369,grid_5_rand_8_3,5,24 6 15 19 17,2200,2200,2200,1
