rand_string,graph,num_priority,priority_nodes,lower_bound,upper_bound,time_period,num_patterns
298,grid_7_rand_21_4,12,33 43 12 46 18 19 13 22 41 9 7 3,4600,4600,4600,2
299,grid_7_rand_28_3,12,33 43 12 46 18 19 13 22 41 9 7 3,5200,5200,5200,1
300,grid_7_rand_14_0,12,33 43 12 46 18 19 13 22 41 9 7 3,3800,3800,3800,2
301,grid_7_rand_7_2,12,33 43 12 46 18 19 13 22 41 9 7 3,3200,3200,3200,2
302,grid_7_rand_7_0,12,33 43 12 46 18 19 13 22 41 9 7 3,3200,3200,3200,1
303,grid_7_rand_21_1,12,33 43 12 46 18 19 13 22 41 9 7 3,4400,4400,4400,1
304,grid_7_rand_14_4,12,33 43 12 46 18 19 13 22 41 9 7 3,3800,3800,3800,2
305,grid_7_rand_21_2,12,33 43 12 46 18 19 13 22 41 9 7 3,4200,4200,4200,2
306,grid_7_rand_7_3,12,33 43 12 46 18 19 13 22 41 9 7 3,3200,3200,3200,2
307,grid_7_rand_7_1,12,33 43 12 46 18 19 13 22 41 9 7 3,3400,3400,3400,2
308,grid_7_rand_28_0,12,33 43 12 46 18 19 13 22 41 9 7 3,5200,5200,5200,1
309,grid_7_rand_14_3,12,33 43 12 46 18 19 13 22 41 9 7 3,3400,3400,3400,2
310,grid_7_rand_14_1,12,33 43 12 46 18 19 13 22 41 9 7 3,3400,3600,3800,3
311,grid_7_rand_7_4,12,33 43 12 46 18 19 13 22 41 9 7 3,3000,3000,3000,2
312,grid_7_rand_21_3,12,33 43 12 46 18 19 13 22 41 9 7 3,3600,3600,3600,2
313,grid_7_7,12,33 43 12 46 18 19 13 22 41 9 7 3,3000,3000,3000,2
314,grid_7_rand_28_1,12,33 43 12 46 18 19 13 22 41 9 7 3,5000,5000,5000,1
315,grid_7_rand_28_4,8,3 5 29 22 43 23 14 45,4600,4600,4600,2
316,grid_7_rand_14_2,8,3 5 29 22 43 23 14 45,3600,3600,3600,1
317,grid_7_rand_28_2,8,3 5 29 22 43 23 14 45,5200,5200,5200,1
318,grid_7_rand_21_0,8,3 5 29 22 43 23 14 45,3600,3800,3600,3
319,grid_7_rand_21_4,8,3 5 29 22 43 23 14 45,3400,3400,3400,2
320,grid_7_rand_28_3,8,3 5 29 22 43 23 14 45,5000,5000,6600,2
321,grid_7_rand_14_0,8,3 5 29 22 43 23 14 45,3000,3000,3000,2
322,grid_7_rand_7_2,8,3 5 29 22 43 23 14 45,3000,3000,3000,2
323,grid_7_rand_7_0,8,3 5 29 22 43 23 14 45,3000,3000,3000,2
324,grid_7_rand_21_1,8,3 5 29 22 43 23 14 45,3800,3800,3800,1
325,grid_7_rand_14_4,8,3 5 29 22 43 23 14 45,3200,3400,3800,3
326,grid_7_rand_21_2,8,3 5 29 22 43 23 14 45,3400,3400,4600,2
327,grid_7_rand_7_3,8,3 5 29 22 43 23 14 45,2800,3000,3200,3
328,grid_7_rand_7_1,8,3 5 29 22 43 23 14 45,2800,2800,3400,3
329,grid_7_rand_28_0,8,3 5 29 22 43 23 14 45,4600,4600,4600,1
330,grid_7_rand_14_3,8,3 5 29 22 43 23 14 45,3200,3200,3200,2
331,grid_7_rand_14_1,8,3 5 29 22 43 23 14 45,3400,3400,3400,2
332,grid_7_rand_7_4,8,3 5 29 22 43 23 14 45,2800,2800,2800,2
333,grid_7_rand_21_3,8,3 5 29 22 43 23 14 45,3400,3400,4600,2
334,grid_7_7,8,3 5 29 22 43 23 14 45,2400,2600,2600,3
335,grid_7_rand_28_1,8,3 5 29 22 43 23 14 45,4200,4200,4200,1
336,grid_7_rand_28_4,9,29 3 22 43 36 12 20 24 27,5200,5200,5200,1
337,grid_7_rand_14_2,9,29 3 22 43 36 12 20 24 27,2400,2800,2800,2
338,grid_7_rand_28_2,9,29 3 22 43 36 12 20 24 27,5000,5000,5000,1
339,grid_7_rand_21_0,9,29 3 22 43 36 12 20 24 27,3200,3400,5000,3
340,grid_7_rand_21_4,9,29 3 22 43 36 12 20 24 27,3600,3800,4600,3
341,grid_7_rand_28_3,9,29 3 22 43 36 12 20 24 27,4400,4400,4400,2
342,grid_7_rand_14_0,9,29 3 22 43 36 12 20 24 27,3000,3000,3000,2
343,grid_7_rand_7_2,9,29 3 22 43 36 12 20 24 27,2800,3000,3000,3
344,grid_7_rand_7_0,9,29 3 22 43 36 12 20 24 27,3000,3200,4000,3
345,grid_7_rand_21_1,9,29 3 22 43 36 12 20 24 27,3800,3800,3800,2
346,grid_7_rand_14_4,9,29 3 22 43 36 12 20 24 27,3000,3000,3000,1
347,grid_7_rand_21_2,9,29 3 22 43 36 12 20 24 27,3800,3800,3800,2
348,grid_7_rand_7_3,9,29 3 22 43 36 12 20 24 27,2800,2800,2800,2
349,grid_7_rand_7_1,9,29 3 22 43 36 12 20 24 27,2800,3000,3000,3
350,grid_7_rand_28_0,9,29 3 22 43 36 12 20 24 27,5600,5600,5600,2
351,grid_7_rand_14_3,9,29 3 22 43 36 12 20 24 27,3000,3200,3400,2
352,grid_7_rand_14_1,9,29 3 22 43 36 12 20 24 27,2800,3000,4200,4
353,grid_7_rand_7_4,9,29 3 22 43 36 12 20 24 27,2800,2800,2800,2
354,grid_7_rand_21_3,9,29 3 22 43 36 12 20 24 27,3000,3400,4800,3
355,grid_7_7,9,29 3 22 43 36 12 20 24 27,2200,2800,2400,4
356,grid_7_rand_28_1,9,29 3 22 43 36 12 20 24 27,4400,4400,4400,1
357,grid_7_rand_28_4,10,18 7 37 36 21 24 17 14 48 16,5400,5400,5400,1
358,grid_7_rand_14_2,10,18 7 37 36 21 24 17 14 48 16,3800,3800,3800,1
359,grid_7_rand_28_2,10,18 7 37 36 21 24 17 14 48 16,5000,5000,5000,1
360,grid_7_rand_21_0,10,18 7 37 36 21 24 17 14 48 16,3200,3200,3200,1
361,grid_7_rand_21_4,10,18 7 37 36 21 24 17 14 48 16,3600,3600,3600,1
362,grid_7_rand_28_3,10,18 7 37 36 21 24 17 14 48 16,4800,4800,5200,2
363,grid_7_rand_14_0,10,18 7 37 36 21 24 17 14 48 16,3800,3800,3800,1
364,grid_7_rand_7_2,10,18 7 37 36 21 24 17 14 48 16,3200,3200,3200,1
365,grid_7_rand_7_0,10,18 7 37 36 21 24 17 14 48 16,2800,2800,2800,2
366,grid_7_rand_21_1,10,18 7 37 36 21 24 17 14 48 16,3600,3600,3600,2
367,grid_7_rand_14_4,10,18 7 37 36 21 24 17 14 48 16,3400,3400,3400,2
368,grid_7_rand_21_2,10,18 7 37 36 21 24 17 14 48 16,3200,3200,3200,2
369,grid_7_rand_7_3,10,18 7 37 36 21 24 17 14 48 16,2800,2800,2800,2
370,grid_7_rand_7_1,10,18 7 37 36 21 24 17 14 48 16,3000,3000,3000,2
371,grid_7_rand_28_0,10,18 7 37 36 21 24 17 14 48 16,4200,4200,4200,1
372,grid_7_rand_14_3,10,18 7 37 36 21 24 17 14 48 16,3000,3000,3000,2
373,grid_7_rand_14_1,10,18 7 37 36 21 24 17 14 48 16,3200,3200,3200,1
374,grid_7_rand_7_4,10,18 7 37 36 21 24 17 14 48 16,3000,3000,3000,2
375,grid_7_rand_21_3,10,18 7 37 36 21 24 17 14 48 16,3200,3200,3200,1
376,grid_7_7,10,18 7 37 36 21 24 17 14 48 16,2800,2800,2800,2
377,grid_7_rand_28_1,10,18 7 37 36 21 24 17 14 48 16,4600,4600,4600,2
378,grid_7_rand_28_4,11,40 42 47 32 23 13 12 24 28 17 29,6000,6000,6000,1
379,grid_7_rand_14_2,11,40 42 47 32 23 13 12 24 28 17 29,3200,3600,4000,3
380,grid_7_rand_28_2,11,40 42 47 32 23 13 12 24 28 17 29,5600,5600,5600,3
381,grid_7_rand_21_0,11,40 42 47 32 23 13 12 24 28 17 29,3800,3800,5400,2
382,grid_7_rand_21_4,11,40 42 47 32 23 13 12 24 28 17 29,4000,4400,4000,2
383,grid_7_rand_28_3,11,40 42 47 32 23 13 12 24 28 17 29,4200,4200,4800,3
384,grid_7_rand_14_0,11,40 42 47 32 23 13 12 24 28 17 29,3600,3600,3600,1
385,grid_7_rand_7_2,11,40 42 47 32 23 13 12 24 28 17 29,3200,3200,3200,2
386,grid_7_rand_7_0,11,40 42 47 32 23 13 12 24 28 17 29,3000,3200,3200,4
387,grid_7_rand_21_1,11,40 42 47 32 23 13 12 24 28 17 29,4200,4200,4200,2
388,grid_7_rand_14_4,11,40 42 47 32 23 13 12 24 28 17 29,3800,3800,3800,2
389,grid_7_rand_21_2,11,40 42 47 32 23 13 12 24 28 17 29,3800,3800,3800,2
390,grid_7_rand_7_3,11,40 42 47 32 23 13 12 24 28 17 29,3400,3400,3800,3
391,grid_7_rand_7_1,11,40 42 47 32 23 13 12 24 28 17 29,3000,3200,3200,3
392,grid_7_rand_28_0,11,40 42 47 32 23 13 12 24 28 17 29,5400,5400,5400,2
393,grid_7_rand_14_3,11,40 42 47 32 23 13 12 24 28 17 29,3800,3800,3800,2
394,grid_7_rand_14_1,11,40 42 47 32 23 13 12 24 28 17 29,3600,3600,3600,2
395,grid_7_rand_7_4,11,40 42 47 32 23 13 12 24 28 17 29,3400,3600,4000,3
396,grid_7_rand_21_3,11,40 42 47 32 23 13 12 24 28 17 29,3600,3600,4600,3
397,grid_7_7,11,40 42 47 32 23 13 12 24 28 17 29,3000,3200,3200,3
398,grid_7_rand_28_1,11,40 42 47 32 23 13 12 24 28 17 29,5000,5000,5000,2
399,grid_7_rand_28_4,12,8 15 13 32 42 1 18 7 45 39 14 2,5400,5400,5400,1
400,grid_7_rand_14_2,12,8 15 13 32 42 1 18 7 45 39 14 2,3600,3600,3600,2
401,grid_7_rand_28_2,12,8 15 13 32 42 1 18 7 45 39 14 2,6200,6200,6200,1
402,grid_7_rand_21_0,12,8 15 13 32 42 1 18 7 45 39 14 2,4000,4000,4000,2
403,grid_7_rand_21_4,12,8 15 13 32 42 1 18 7 45 39 14 2,4200,4400,6800,3
404,grid_7_rand_28_3,12,8 15 13 32 42 1 18 7 45 39 14 2,5200,5200,5200,2
405,grid_7_rand_14_0,12,8 15 13 32 42 1 18 7 45 39 14 2,3400,3400,3400,1
406,grid_7_rand_7_2,12,8 15 13 32 42 1 18 7 45 39 14 2,3200,3200,3200,1
407,grid_7_rand_7_0,12,8 15 13 32 42 1 18 7 45 39 14 2,3200,3200,3200,2
408,grid_7_rand_21_1,12,8 15 13 32 42 1 18 7 45 39 14 2,5000,5000,5000,2
409,grid_7_rand_14_4,12,8 15 13 32 42 1 18 7 45 39 14 2,3800,3800,3800,2
410,grid_7_rand_21_2,12,8 15 13 32 42 1 18 7 45 39 14 2,4200,4200,4200,1
411,grid_7_rand_7_3,12,8 15 13 32 42 1 18 7 45 39 14 2,3600,3600,3600,2
412,grid_7_rand_7_1,12,8 15 13 32 42 1 18 7 45 39 14 2,3200,3200,3200,1
413,grid_7_rand_28_0,12,8 15 13 32 42 1 18 7 45 39 14 2,5400,5400,5400,1
414,grid_7_rand_14_3,12,8 15 13 32 42 1 18 7 45 39 14 2,3400,3400,5000,3
415,grid_7_rand_14_1,12,8 15 13 32 42 1 18 7 45 39 14 2,3600,3600,3600,2
416,grid_7_rand_7_4,12,8 15 13 32 42 1 18 7 45 39 14 2,3000,3000,3000,1
417,grid_7_rand_21_3,12,8 15 13 32 42 1 18 7 45 39 14 2,3600,3600,3600,2
418,grid_7_7,12,8 15 13 32 42 1 18 7 45 39 14 2,3000,3000,3000,2
419,grid_7_rand_28_1,12,8 15 13 32 42 1 18 7 45 39 14 2,5200,5200,5200,1
420,grid_7_rand_28_4,8,36 24 40 3 27 18 39 33,5600,5600,5600,2
421,grid_7_rand_14_2,8,36 24 40 3 27 18 39 33,2800,2800,3000,3
422,grid_7_rand_28_2,8,36 24 40 3 27 18 39 33,5600,5600,5600,3
423,grid_7_rand_21_0,8,36 24 40 3 27 18 39 33,2800,2800,2800,2
424,grid_7_rand_21_4,8,36 24 40 3 27 18 39 33,3000,3200,3000,2
425,grid_7_rand_28_3,8,36 24 40 3 27 18 39 33,4800,4800,4800,2
426,grid_7_rand_14_0,8,36 24 40 3 27 18 39 33,3000,3000,3000,2
427,grid_7_rand_7_2,8,36 24 40 3 27 18 39 33,2400,2600,2800,3
428,grid_7_rand_7_0,8,36 24 40 3 27 18 39 33,2600,2800,2600,2
429,grid_7_rand_21_1,8,36 24 40 3 27 18 39 33,3800,3800,3800,1
430,grid_7_rand_14_4,8,36 24 40 3 27 18 39 33,3000,3000,3000,1
431,grid_7_rand_21_2,8,36 24 40 3 27 18 39 33,2800,3000,2800,2
432,grid_7_rand_7_3,8,36 24 40 3 27 18 39 33,2800,2800,2800,3
433,grid_7_rand_7_1,8,36 24 40 3 27 18 39 33,2800,2800,2800,3
434,grid_7_rand_28_0,8,36 24 40 3 27 18 39 33,4800,4800,4800,1
435,grid_7_rand_14_3,8,36 24 40 3 27 18 39 33,3000,3000,3000,2
436,grid_7_rand_14_1,8,36 24 40 3 27 18 39 33,2800,2800,2800,2
437,grid_7_rand_7_4,8,36 24 40 3 27 18 39 33,2600,2600,2600,2
438,grid_7_rand_21_3,8,36 24 40 3 27 18 39 33,2800,2800,2800,1
439,grid_7_7,8,36 24 40 3 27 18 39 33,2400,2600,2400,2
440,grid_7_rand_28_1,8,36 24 40 3 27 18 39 33,4000,4000,4000,1
441,grid_7_rand_28_4,9,2 47 10 38 19 44 9 23 46,4600,4600,4600,1
442,grid_7_rand_14_2,9,2 47 10 38 19 44 9 23 46,2800,2800,2800,2
443,grid_7_rand_28_2,9,2 47 10 38 19 44 9 23 46,5600,5600,5600,1
444,grid_7_rand_21_0,9,2 47 10 38 19 44 9 23 46,3400,3400,3400,2
445,grid_7_rand_21_4,9,2 47 10 38 19 44 9 23 46,3000,3000,4000,3
446,grid_7_rand_28_3,9,2 47 10 38 19 44 9 23 46,3800,3800,3800,2
447,grid_7_rand_14_0,9,2 47 10 38 19 44 9 23 46,2800,2800,2800,1
448,grid_7_rand_7_2,9,2 47 10 38 19 44 9 23 46,2600,2600,2600,2
449,grid_7_rand_7_0,9,2 47 10 38 19 44 9 23 46,2600,2600,2600,2
450,grid_7_rand_21_1,9,2 47 10 38 19 44 9 23 46,4200,4200,4200,1
451,grid_7_rand_14_4,9,2 47 10 38 19 44 9 23 46,3200,3200,3200,3
452,grid_7_rand_21_2,9,2 47 10 38 19 44 9 23 46,3400,3400,4200,2
453,grid_7_rand_7_3,9,2 47 10 38 19 44 9 23 46,3000,3000,3000,2
454,grid_7_rand_7_1,9,2 47 10 38 19 44 9 23 46,2400,2400,2400,1
455,grid_7_rand_28_0,9,2 47 10 38 19 44 9 23 46,5200,5200,5200,1
456,grid_7_rand_14_3,9,2 47 10 38 19 44 9 23 46,3400,3400,3400,2
457,grid_7_rand_14_1,9,2 47 10 38 19 44 9 23 46,3600,4000,5800,3
458,grid_7_rand_7_4,9,2 47 10 38 19 44 9 23 46,2600,2600,2600,2
459,grid_7_rand_21_3,9,2 47 10 38 19 44 9 23 46,3200,3200,3800,3
460,grid_7_7,9,2 47 10 38 19 44 9 23 46,2400,2400,2400,2
461,grid_7_rand_28_1,9,2 47 10 38 19 44 9 23 46,4200,4200,4200,1
462,grid_7_rand_28_4,10,38 29 44 37 26 43 31 36 23 14,5200,5200,7400,2
463,grid_7_rand_14_2,10,38 29 44 37 26 43 31 36 23 14,3200,3200,3200,3
464,grid_7_rand_28_2,10,38 29 44 37 26 43 31 36 23 14,5200,5200,5200,1
465,grid_7_rand_21_0,10,38 29 44 37 26 43 31 36 23 14,3000,3200,3000,2
466,grid_7_rand_21_4,10,38 29 44 37 26 43 31 36 23 14,3200,3200,3200,3
467,grid_7_rand_28_3,10,38 29 44 37 26 43 31 36 23 14,4200,4200,4200,2
468,grid_7_rand_14_0,10,38 29 44 37 26 43 31 36 23 14,2800,2800,2800,1
469,grid_7_rand_7_2,10,38 29 44 37 26 43 31 36 23 14,2600,2600,2600,3
470,grid_7_rand_7_0,10,38 29 44 37 26 43 31 36 23 14,2600,2800,4000,3
471,grid_7_rand_21_1,10,38 29 44 37 26 43 31 36 23 14,3800,3800,3800,1
472,grid_7_rand_14_4,10,38 29 44 37 26 43 31 36 23 14,3000,3000,3000,2
473,grid_7_rand_21_2,10,38 29 44 37 26 43 31 36 23 14,3000,3000,3000,3
474,grid_7_rand_7_3,10,38 29 44 37 26 43 31 36 23 14,2600,2600,2600,3
475,grid_7_rand_7_1,10,38 29 44 37 26 43 31 36 23 14,2600,2800,3000,3
476,grid_7_rand_28_0,10,38 29 44 37 26 43 31 36 23 14,4600,4600,4600,3
477,grid_7_rand_14_3,10,38 29 44 37 26 43 31 36 23 14,2800,2800,2800,1
478,grid_7_rand_14_1,10,38 29 44 37 26 43 31 36 23 14,2600,3000,3800,3
479,grid_7_rand_7_4,10,38 29 44 37 26 43 31 36 23 14,2600,2600,2600,2
480,grid_7_rand_21_3,10,38 29 44 37 26 43 31 36 23 14,3200,3200,3200,3
481,grid_7_7,10,38 29 44 37 26 43 31 36 23 14,2600,2800,2600,2
482,grid_7_rand_28_1,10,38 29 44 37 26 43 31 36 23 14,4400,4400,4400,1
483,grid_7_rand_28_4,11,11 47 27 21 20 5 9 35 19 28 44,6000,6000,6000,1
484,grid_7_rand_14_2,11,11 47 27 21 20 5 9 35 19 28 44,4000,4000,4000,2
485,grid_7_rand_28_2,11,11 47 27 21 20 5 9 35 19 28 44,5400,5400,5400,2
486,grid_7_rand_21_0,11,11 47 27 21 20 5 9 35 19 28 44,4000,4000,4000,1
487,grid_7_rand_21_4,11,11 47 27 21 20 5 9 35 19 28 44,4000,4000,4000,3
488,grid_7_rand_28_3,11,11 47 27 21 20 5 9 35 19 28 44,4800,4800,4800,2
489,grid_7_rand_14_0,11,11 47 27 21 20 5 9 35 19 28 44,3000,3000,3000,2
490,grid_7_rand_7_2,11,11 47 27 21 20 5 9 35 19 28 44,3200,3200,3200,2
491,grid_7_rand_7_0,11,11 47 27 21 20 5 9 35 19 28 44,3200,3200,3200,3
492,grid_7_rand_21_1,11,11 47 27 21 20 5 9 35 19 28 44,4400,4400,4400,3
493,grid_7_rand_14_4,11,11 47 27 21 20 5 9 35 19 28 44,3400,3400,3400,2
494,grid_7_rand_21_2,11,11 47 27 21 20 5 9 35 19 28 44,3400,3400,3400,1
495,grid_7_rand_7_3,11,11 47 27 21 20 5 9 35 19 28 44,3200,3200,3200,2
496,grid_7_rand_7_1,11,11 47 27 21 20 5 9 35 19 28 44,3000,3000,3000,1
497,grid_7_rand_28_0,11,11 47 27 21 20 5 9 35 19 28 44,5600,5600,6000,2
498,grid_7_rand_14_3,11,11 47 27 21 20 5 9 35 19 28 44,3000,3000,3000,1
499,grid_7_rand_14_1,11,11 47 27 21 20 5 9 35 19 28 44,3600,3600,3600,1
500,grid_7_rand_7_4,11,11 47 27 21 20 5 9 35 19 28 44,2800,2800,2800,2
501,grid_7_rand_21_3,11,11 47 27 21 20 5 9 35 19 28 44,3800,3800,3800,2
502,grid_7_7,11,11 47 27 21 20 5 9 35 19 28 44,2800,2800,2800,1
503,grid_7_rand_28_1,11,11 47 27 21 20 5 9 35 19 28 44,5400,5400,5400,1
504,grid_7_rand_28_4,12,21 37 38 18 40 25 16 15 22 43 47 41,5200,5200,6800,3
505,grid_7_rand_14_2,12,21 37 38 18 40 25 16 15 22 43 47 41,3200,3200,3200,1
506,grid_7_rand_28_2,12,21 37 38 18 40 25 16 15 22 43 47 41,5000,5000,5000,1
507,grid_7_rand_21_0,12,21 37 38 18 40 25 16 15 22 43 47 41,3000,3000,3000,2
508,grid_7_rand_21_4,12,21 37 38 18 40 25 16 15 22 43 47 41,3000,3600,4800,3
509,grid_7_rand_28_3,12,21 37 38 18 40 25 16 15 22 43 47 41,5400,5400,5400,2
510,grid_7_rand_14_0,12,21 37 38 18 40 25 16 15 22 43 47 41,3600,3600,3600,2
511,grid_7_rand_7_2,12,21 37 38 18 40 25 16 15 22 43 47 41,3000,3000,3000,2
512,grid_7_rand_7_0,12,21 37 38 18 40 25 16 15 22 43 47 41,3000,3000,4400,3
513,grid_7_rand_21_1,12,21 37 38 18 40 25 16 15 22 43 47 41,4200,4200,4200,3
514,grid_7_rand_14_4,12,21 37 38 18 40 25 16 15 22 43 47 41,3000,3000,3000,2
515,grid_7_rand_21_2,12,21 37 38 18 40 25 16 15 22 43 47 41,3800,3800,3800,2
516,grid_7_rand_7_3,12,21 37 38 18 40 25 16 15 22 43 47 41,2800,2800,2800,3
517,grid_7_rand_7_1,12,21 37 38 18 40 25 16 15 22 43 47 41,3200,3200,3200,4
518,grid_7_rand_28_0,12,21 37 38 18 40 25 16 15 22 43 47 41,4600,4600,4600,1
519,grid_7_rand_14_3,12,21 37 38 18 40 25 16 15 22 43 47 41,3000,3000,3000,2
520,grid_7_rand_14_1,12,21 37 38 18 40 25 16 15 22 43 47 41,2800,3200,3200,3
521,grid_7_rand_7_4,12,21 37 38 18 40 25 16 15 22 43 47 41,3000,3000,3000,2
522,grid_7_rand_21_3,12,21 37 38 18 40 25 16 15 22 43 47 41,3200,3200,3200,1
523,grid_7_7,12,21 37 38 18 40 25 16 15 22 43 47 41,2800,2800,2800,1
524,grid_7_rand_28_1,12,21 37 38 18 40 25 16 15 22 43 47 41,4800,4800,4800,1
